cumulative_distance_interp,x_interp,y_interp,radius_of_curvature_polyfit_interp
1393.0,-3224.0952605036127,4867118.592692336,1620.5744572013753
1394.0,-3223.374843382999,4867117.899159418,1300.2748789320208
1395.0,-3222.655983236247,4867117.204002731,1056.47818117186
1396.0,-3221.93860359081,4867116.5073116245,868.5494031016373
1397.0,-3221.2225825636738,4867115.809223387,722.1180948160552
1398.0,-3220.507798271822,4867115.109875312,606.7052447212193
1399.0,-3219.79412663973,4867114.409406478,514.6650497260442
1400.0,-3219.081386349945,4867113.708002576,440.4096433206124
1401.0,-3218.3693347801764,4867113.005899241,379.82672337377306
1402.0,-3217.6577263018376,4867112.303334548,329.8704654758126
1403.0,-3216.9463152863464,4867111.600546575,288.28444350686294
1404.0,-3216.2348960411437,4867110.897735108,253.41929437277372
1405.0,-3215.523656821518,4867110.194722213,224.03558532664152
1406.0,-3214.813010206895,4867109.491114873,199.17568988514387
1407.0,-3214.1033713777183,4867108.786517576,178.08669269323482
1408.0,-3213.3951555144354,4867108.08053481,160.16987404311084
1409.0,-3212.6887777974935,4867107.372771064,144.94618052194437
1410.0,-3211.9846534073367,4867106.662830826,132.02592009293278
1411.0,-3211.2831928761766,4867105.950322794,121.04168245641321
1412.0,-3210.5844804764515,4867105.2351511605,111.638641388955
1413.0,-3209.8880654809736,4867104.517704669,103.49026486060791
1414.0,-3209.193447537984,4867103.798417005,96.30462601431323
1415.0,-3208.500126295722,4867103.077721858,89.83078674578042
1416.0,-3207.807601402428,4867102.356052915,83.86718458188177
1417.0,-3207.115439062214,4867101.633787051,78.2589004572229
1418.0,-3206.425099755302,4867100.909684182,72.89522361249311
1419.0,-3205.740165317304,4867100.180693426,67.70966155232465
1420.0,-3205.06432973813,4867099.443668167,62.69759106655971
1421.0,-3204.4012870076913,4867098.695461791,57.91247935333865
1422.0,-3203.754309611411,4867097.933320221,53.427493375708124
1423.0,-3203.123597772938,4867097.157350529,49.30821250623259
1424.0,-3202.507991336272,4867096.368926682,45.597186127022496
1425.0,-3201.9063240767,4867095.5694283005,42.30862658712491
1426.0,-3201.3174297835567,4867094.760234996,39.439421484520764
1427.0,-3200.7404965073742,4867093.942447497,36.980992769395556
1428.0,-3200.1759871259883,4867093.116162976,34.92707441054989
1429.0,-3199.6246511739037,4867092.281252948,33.27979806707774
1430.0,-3199.087238185624,4867091.437588924,32.05569078619094
1431.0,-3198.5644976956546,4867090.585042415,31.29355382060289
1432.0,-3198.0571789849932,4867089.723485059,31.06901363912176
1433.0,-3197.565460030086,4867088.853063982,31.51734592497355
1434.0,-3197.0877318362222,4867087.974788027,32.871794685260525
1435.0,-3196.6220369728762,4867087.089834055,35.535806813910334
1436.0,-3196.166418009523,4867086.199378932,40.22714909986431
1437.0,-3195.718917515637,4867085.304599522,48.29161006685573
1438.0,-3195.277578060692,4867084.406672685,62.55377400113025
1439.0,-3194.840442214163,4867083.506775288,90.2359373577749
1440.0,-3194.406132190332,4867082.605787958,157.88351234759713
1441.0,-3193.97831702013,4867081.702012101,520.2814328788785
1442.0,-3193.5632650543744,4867080.792420709,462.00236074211284
1443.0,-3193.1672661481443,4867079.873975787,163.8312092518267
1444.0,-3192.7966100458198,4867078.943641412,97.83672868271618
1445.0,-3192.457527544354,4867077.999484934,66.37192847892712
1446.0,-3192.156093637924,4867077.042489757,46.016345064193175
1447.0,-3191.8983578762795,4867076.074115511,30.501834061698496
1448.0,-3191.69036980917,4867075.095821821,18.149528223370183
1449.0,-3191.537970534231,4867074.109072885,9.342874113716624
1450.0,-3191.439443969662,4867073.115498492,5.4276141241075715
1451.0,-3191.3835618873545,4867072.116936869,45.72581881735262
1452.0,-3191.3584901144,4867071.115239521,13.605804222596637
1453.0,-3191.35239447789,4867070.112257949,30.046311957567706
1454.0,-3191.354591938293,4867069.109698894,52.15591063061264
1455.0,-3191.3634780631464,4867068.108127415,163.17026573490338
1456.0,-3191.381752177345,4867067.107567344,4.652079033296649
1457.0,-3191.412139475334,4867066.108039264,1.66631705261727
1458.0,-3191.457365151561,4867065.109563755,2.88865180214131
1459.0,-3191.520154400472,4867064.112161398,5.948003298254895
1460.0,-3191.6032324165144,4867063.115852775,10.425531518258271
1461.0,-3191.709484981126,4867062.120797303,16.226062357730513
1462.0,-3191.843374117502,4867061.128517144,23.804670797037755
1463.0,-3192.0102558984618,4867060.141307415,34.545413495256184
1464.0,-3192.2154966365165,4867059.161472086,52.1608261381081
1465.0,-3192.4644626441773,4867058.191315124,89.82062376061864
1466.0,-3192.7621062852354,4867057.233362613,252.52262285367635
1467.0,-3193.1103484692962,4867056.29176726,340.79594337451834
1468.0,-3193.5097622347394,4867055.371405008,100.12137677067122
1469.0,-3193.9609144908436,4867054.477155091,57.08955089852702
1470.0,-3194.464331946125,4867053.613852932,38.954550403656214
1471.0,-3195.0171542522303,4867052.782642663,29.095707603787382
1472.0,-3195.610617194986,4867051.978234274,23.11335621000445
1473.0,-3196.2353637485276,4867051.194691687,19.30367590823709
1474.0,-3196.8820368869942,4867050.426078828,16.84429257597187
1475.0,-3197.542223139252,4867049.667290662,15.277377801011317
1476.0,-3198.2153226361934,4867048.920104023,14.323746132798496
1477.0,-3198.904595671816,4867048.1896956,13.803201615618585
1478.0,-3199.6133298847867,4867047.481266164,13.595255146907778
1479.0,-3200.3448129137714,4867046.80001649,13.61759282129314
1480.0,-3201.1023323974373,4867046.151147352,13.813504130542237
1481.0,-3201.8891224505023,4867045.539790618,14.14617372551366
1482.0,-3202.7055382185313,4867044.967371875,14.59375418736942
1483.0,-3203.547653787848,4867044.429805422,15.14280902537677
1484.0,-3204.411195390199,4867043.922557749,15.78271764727234
1485.0,-3205.291889257325,4867043.441095337,16.50161578844455
1486.0,-3206.1854616209685,4867042.980884676,17.283920687201288
1487.0,-3207.0876387128733,4867042.537392251,18.109535130311297
1488.0,-3207.994644175703,4867042.106899664,18.95384695322587
1489.0,-3208.9070700551465,4867041.692847073,19.787966050997813
1490.0,-3209.827774335739,4867041.302387867,20.579870683857205
1491.0,-3210.759634232193,4867040.942706947,21.297240605519388
1492.0,-3211.705508272658,4867040.620962916,21.911328279837154
1493.0,-3212.666412372706,4867040.341721386,22.400761487735295
1494.0,-3213.639989343534,4867040.104801225,22.75379323779026
1495.0,-3214.623521670171,4867039.909514233,22.968589145992183
1496.0,-3215.614291837644,4867039.755172208,23.05194353894485
1497.0,-3216.609583514359,4867039.641084744,23.016882241151844
1498.0,-3217.607220691567,4867039.565551944,22.880040973675097
1499.0,-3218.60642140227,4867039.524269426,22.66052738559881
1500.0,-3219.606625468935,4867039.512518439,22.37887839570191
1501.0,-3220.607272714024,4867039.52558023,22.055947919369284
1502.0,-3221.6078028514307,4867039.558760888,21.711023456348244
1503.0,-3222.607645937824,4867039.60957608,21.36035085046421
1504.0,-3223.606214903635,4867039.67945996,21.017596929161616
1505.0,-3224.6029209214307,4867039.770248881,20.69473769578536
1506.0,-3225.597175163779,4867039.883779196,20.40337356233236
1507.0,-3226.5883888032495,4867040.021887261,20.156269588291767
1508.0,-3227.57597301241,4867040.186409429,19.96832697317741
1509.0,-3228.5592871834488,4867040.379269182,19.857018561450673
1510.0,-3229.5357767996056,4867040.605610401,19.842446885207465
1511.0,-3230.5004569413877,4867040.874666443,19.94674947131407
1512.0,-3231.448185758369,4867041.195934722,20.19093997573788
1513.0,-3232.373816229258,4867041.578730179,20.593756596766017
1514.0,-3233.272039346779,4867042.026651629,21.172026934033646
1515.0,-3234.13735582737,4867042.536583457,21.943211605467244
1516.0,-3234.9642555125465,4867043.1050262945,22.927690200475865
1517.0,-3235.747308443322,4867043.728436056,24.15033210023504
1518.0,-3236.4872025788914,4867044.399857612,25.64494669693054
1519.0,-3237.1949472302995,4867045.10658116,27.463177106565894
1520.0,-3237.882545368741,4867045.8353428785,29.636170471401357
1521.0,-3238.561934205613,4867046.572945985,32.195974401610584
1522.0,-3239.2394634256148,4867047.311889694,35.1358360814392
1523.0,-3239.911716797431,4867048.054628728,38.760923641532884
1524.0,-3240.574294078447,4867048.804620927,40.57279759597853
1525.0,-3241.2227950260462,4867049.565324125,42.58427843221458
1526.0,-3241.8528193976103,4867050.340196157,44.81754582877006
1527.0,-3242.4599699422783,4867051.132692332,47.29555017005327
1528.0,-3243.041709644894,4867051.9446938485,50.041309733734295
1529.0,-3243.6005322124033,4867052.773824975,53.07733286086898
1530.0,-3244.1397734055363,4867053.616997451,56.42554295767927
1531.0,-3244.6627689850247,4867054.471123016,60.107157528618174
1532.0,-3245.172854711599,4867055.333113405,64.1430942139691
1533.0,-3245.6732462547825,4867056.200025245,68.55554086885678
1534.0,-3246.165805914035,4867057.070547973,73.36869712362083
1535.0,-3246.651542699442,4867057.944400508,78.60709518607193
1536.0,-3247.131452265504,4867058.8213178795,84.29617588521448
1537.0,-3247.606664013922,4867059.70094683,90.464086335454
1538.0,-3248.080136245665,4867060.581726882,97.1449128615253
1539.0,-3248.556151900315,4867061.461223169,104.38382478712458
1540.0,-3249.039023464294,4867062.336981328,112.24428398718425
1541.0,-3249.5316540467543,4867063.2073146505,120.81496405044669
1542.0,-3250.0318441415047,4867064.07331575,130.21414561034982
1543.0,-3250.5362398411057,4867064.93670602,140.59185596424737
1544.0,-3251.041786545979,4867065.799083356,152.13411889635103
1545.0,-3251.548191500613,4867066.660906111,165.07692050750478
1546.0,-3252.0566533050073,4867067.522017292,179.73258274481367
1547.0,-3252.568392392154,4867068.382241586,196.56927438906678
1548.0,-3253.0860712771287,4867069.238965096,216.4136690624636
1549.0,-3253.6151697887876,4867070.084651241,240.78877116153242
1550.0,-3254.1374468476565,4867070.940075075,272.3759397127322
1551.0,-3254.650167788588,4867071.804636809,316.0864502650963
1552.0,-3255.112528567208,4867072.638781729,381.4820245897894
1553.0,-3255.722757190887,4867073.491988895,489.76554614440215
